Date,Record Number,Record Type,Address,Latitude,Longitude,Permit Name,Status,Description
9/11/2025,BA-202504594,Arborist Illegal Activity,"1332 WAYNE AVE NE, ATLANTA GA 30306",33.7912364,-84.3595124,Illegal Activity,Fine,"Straight line impact and SRP damage from trenching 2' away from tree #53. Straight line impact from trenching at 1332 Wayne, and digging for rain garden outside the LOD at 1338 Wayne. Both disturbances are 16' away on adjacent sides of tree #17. Both tree #53 and #17 are illegally destroyed."
9/10/2025,BA-202504578,Arborist Illegal Activity,"519 WESTMEATH DR SW, ATLANTA GA 30310",33.740918,-84.446072,Illegal Removal & Illegal Destruction,Fine,Two trees removed and one tree destroyed without permit.
9/10/2025,BA-202504567,Arborist Illegal Activity,"217 WYNNWOOD DR SW, ATLANTA GA 30310",33.7497316,-84.4586386,Illegal Destruction,Fine,"Destruction of one 38"" sweetgum without permit."
9/10/2025,BA-202504565,Arborist Illegal Activity,"3342 LANDINGS SOUTH DR SW, ATLANTA GA 30331",33.6627392,-84.5212849,Illegal Destruction,Fine,"Destruction of one 13"" pine tree without permit."
9/9/2025,BA-202504557,Arborist Illegal Activity,"2285 STEPHEN LONG DR NE, ATLANTA GA 30305",33.817334,-84.382078,Illegal Tree Removal,Fine,Illegal tree removal of (6) trees of unknown diameter.
9/9/2025,BA-202504522,Arborist Illegal Activity,"572 HILLSIDE DR NW, ATLANTA GA 30342",33.8679078,-84.405369,Unpermitted Removal,Fine,"Unpermitted removal of 12"" magnolia, 13"" hardwood, 8"" hardwood, 12"" hardwood and 25"" magnolia at rear.  No permits applied for or issued prior to removalStop Work posted, crew returned to work after being told to leave site"
9/8/2025,BA-202504494,Arborist Illegal Activity,"1886 LANGSTON AVE SW, ATLANTA GA 30310",33.7034318,-84.418506,Illegal Removal,Fine,Removal of seven trees of unknown diameter without permit.
9/4/2025,BA-202504426,Arborist Illegal Activity,"1593 WILLIS ST NW, ATLANTA GA 30314",33.7588483,-84.4388844,Illegal Removal & Illegal Destruction,Fine,"Removal of one 10"" hardwood without permit. Destruction of one 25"" hardwood without permit."
9/4/2025,BA-202504424,Arborist Illegal Activity,"1585 WILLIS ST NW, ATLANTA GA 30314",33.7588473,-84.4388037,Illegal Destruction,Fine,"Destruction of one 26"" hardwood without permit."
9/3/2025,BA-202504421,Arborist Illegal Activity,"3655 TUXEDO RD NW, ATLANTA GA 30305",33.8538818,-84.3993158,Investigation,Fine,
9/3/2025,BA-202504394,Arborist Illegal Activity,"1195 WARFIELD ST NW, ATLANTA GA 30318",33.7806838,-84.4263091,Unpermitted Destruction,Fine,"Unpermitted removal of 16"" and 12"" hardwoods at left of lot.  Trees were to be preserved on previous permit that expired, no recompense can be found as having been paid."
9/2/2025,BA-202504384,Arborist Illegal Activity,"912 HALL ST SW, ATLANTA GA 30310",33.730046,-84.4255639,Complaint/Investigation,Assigned,
9/2/2025,BA-202504383,Arborist Illegal Activity,"852 HALL ST NW, ATLANTA GA 30318",33.7782578,-84.4661595,Illegal Removal,Fine,"Removal of one 8"" hardwood tree without permit."
8/29/2025,BA-202504335,Arborist Illegal Activity,"1041 WHITE OAK AVE SW, ATLANTA GA 30310",33.7249933,-84.4221584,Illegal Removal,Fine,"Removal of the following two trees without permit: one 11"" American holly and one 9"" black cherry."
8/28/2025,BA-202504303,Arborist Illegal Activity,"4287 GLENGARY DR NE, ATLANTA GA 30342",33.8717298,-84.362007,Unpermitted Destruction,Fine,Unpermitted destruction of multiple trees during construction
8/27/2025,BA-202504295,Arborist Illegal Activity,"1789 NOBLE DR NE, ATLANTA GA 30306",33.8024337,-84.3430156,Illegal Activity,Fine,"26"" Pine, 24"" Water Oak, 21"" Water Oak, 24"" Water Oak, 20"" Magnolia, & 10"" Magnolia destroyed during land disturbance activities outside of the approved LOD."
8/25/2025,BA-202504219,Arborist Illegal Activity,"145 BROWNLEE RD SW, ATLANTA GA 30331",33.7525431,-84.5006656,Illegal Removal,Fine,Removal of two large hardwood trees of unknown diameter.
8/22/2025,BA-202504165,Arborist Illegal Activity,"201 BLACKLAND DR NW, ATLANTA GA 30342",33.8556155,-84.3891032,Unpermitted Destruction,Fine,"Unpermitted destruction of multiple trees not shown on plans11"" hickory at front left, grading and materials in SRP9"", 9"", 9"", 10"", 10"", 13"", 13"", 13"", 15"" leyland cypress10 trees at 112"" destroyed"
8/21/2025,BA-202504156,Arborist Illegal Activity,"1684 MEMORIAL DR SE, ATLANTA GA 30317",33.7475241,-84.332374,Illegal Activity,Fine,"Working through a legal Stop Work Order and removal of an additional tree without permit application or issuance. (20"" Sweetgum tree in the far rear)"
8/21/2025,BA-202504145,Arborist Illegal Activity,"101 DAHLIA AVE NW, ATLANTA GA 30314",33.7556004,-84.4619363,Illegal Removal,Fine,"Removal of one 11"" hackberry without permit."
8/21/2025,BA-202504143,Arborist Illegal Activity,"419 PARKWAY DR NE, ATLANTA GA 30308",33.7658636,-84.3730578,Illegal Activity,Fine,"9"" Cryptomeria in front of 419 Parkway Drive NE was destroyed by topping."
8/20/2025,BA-202504127,Arborist Illegal Activity,"971 FLEETWOOD CIR SW, ATLANTA GA 30311",33.7378722,-84.4606259,Illegal Destruction,Fine,"Destruction of one 23"" red oak without permit."
8/19/2025,BA-202504092,Arborist Illegal Activity,"50 THIRKELD AVE SE, ATLANTA GA 30315",33.7147419,-84.3867776,Illegal Activity,Fine,"Removal of four trees without a permit. T1,T2,T4, and T6-8"" Hardwood-6"" Hardwood-12"" Pine-6"" Hardwood"
8/14/2025,BA-202504004,Arborist Illegal Activity,"1533 WILLOWBROOK DR SW, ATLANTA GA 30311",33.7137495,-84.4470808,Illegal Destruction,Fine,"Destruction of one 32"" Southern Red Oak, without permit, due to impact of its structural root plate."
8/13/2025,BA-202503995,Arborist Illegal Activity,"1163 WINDSOR ST SW, ATLANTA GA 30310",33.7230775,-84.3986837,Illegal Removal,Fine,"Removal of one 35"" water oak without permit."
8/13/2025,BA-202503967,Arborist Illegal Activity,"1327 THURGOOD ST SW, ATLANTA GA 30314",33.7529434,-84.4312125,Illegal Destruction,Fine,"Destruction of one 24"" pecan tree without permit."
8/11/2025,BA-202503908,Arborist Illegal Activity,"3591 CLOUDLAND DR NW, ATLANTA GA 30327",33.8524511,-84.4339641,Investigation,Fine,"Unpermitted removal of 41"" magnolia at front.  No permit filed or application created for removal of healthy tree at front left"
8/8/2025,BA-202503891,Arborist Illegal Activity,"1226 PLAZA AVE SW, ATLANTA GA 30310",33.7280336,-84.428198,Illegal Removal,Fine,One pecan tree of unknown diameter was removed from the lot’s front right corner without permit.
8/8/2025,BA-202503888,Arborist Illegal Activity,"1443 COPELAND AVE SW, ATLANTA GA 30310",33.7362277,-84.4348475,Complaint/Investigation,Assigned,
8/8/2025,BA-202503887,Arborist Illegal Activity,"400 MARKHAM ST SW, ATLANTA GA 30313",33.7527521,-84.4004549,Illegal Removal,Fine,"Removal of one 33"" willow oak tree without permit."
8/8/2025,BA-202503877,Arborist Illegal Activity,"806 BRIARCLIFF RD NE, ATLANTA GA 30306",33.7765368,-84.3482152,Illegal Activity,Fine,"Removal of 11"", 14"", 15"", and 14"" hackberry trees along the left side of the rear property line without permit application, or issuance."
8/8/2025,BA-202503876,Arborist Illegal Activity,"1182 ST LOUIS PL NE, ATLANTA GA 30306",33.7763964,-84.3492462,Illegal Activity,Fine,"27"" Magnolia and 14"" Hackberry removed without permit application, or issuance."
8/7/2025,BA-202503856,Arborist Illegal Activity,"3251 PYRITE CIR SW, ATLANTA GA 30331",33.6764974,-84.492436,Illegal Removal,Fine,"Removal of the following nine trees without permit: (T#4) 7"" HW, (T#6) 8"" HW, (T#7) 10"" HW, (T#10) 10"" HW, (T#18) 6"" HW, (T#28) 7"" HW, (T#29) 9"" HW, (T#30) 7"" HW, & (T#51) 12"" HW.This invoice's balance has been adjusted to reflect the COA TCC's decision."
8/6/2025,BA-202503825,Arborist Illegal Activity,"1593 WESTHAVEN DR SW, ATLANTA GA 30311",33.7327724,-84.4399281,Illegal Removal,Fine,"Removal of one 12"" dogwood without permit."
8/5/2025,BA-202503803,Arborist Illegal Activity,"731 LAWTON ST SW, ATLANTA GA 30310",33.7350249,-84.4236624,Investigation,Assigned,
8/5/2025,BA-202503790,Arborist Illegal Activity,"728 JOSEPH E LOWERY BLVD SW, ATLANTA GA 30310",33.73518486,-84.41747818,Illegal Removal,Fine,"Removal of one 31"" swamp chestnut oak without permit."
8/5/2025,BA-202503780,Arborist Illegal Activity,"1089 REGENCY RD NW, ATLANTA GA 30327",33.8560691,-84.4229804,Unpermitted Destruction,Fine,"Unpermitted removal of 3 flowering cherry at front right of lot, 15"", 16"" and 20""3 trees at 51"""
8/4/2025,BA-202503766,Arborist Illegal Activity,"1690 MEMORIAL DR SE, ATLANTA GA 30317",33.7475217,-84.3322519,Illegal Activity,Fine,"Removal of 48"" Oak, 14"" Hardwood, & 18"" Hardwood without permit application, or issuance. Stop work order now posted."
8/4/2025,BA-202503765,Arborist Illegal Activity,"1684 MEMORIAL DR SE, ATLANTA GA 30317",33.7475241,-84.332374,Illegal Activity,Fine,"Removal of 50"" Oak, 12"" Cedar, 13"" Cedar, 39"" Oak, 15"" Oak, and 30"" Oak without permit application, or issuance. Stop Work Order is now posted."
7/31/2025,BA-202503702,Arborist Illegal Activity,"917 IRA ST SW, ATLANTA GA 30310",33.7298618,-84.40017,Illegal Removal,Fine,"Removal of the following two trees without permit: one 24"" magnolia and one 18"" pecan."
7/31/2025,BA-202503696,Arborist Illegal Activity,"178 WESLEY AVE NE, ATLANTA GA 30307",33.7588331,-84.3375179,Investigation,Fine,
7/29/2025,BA-202503643,Arborist Illegal Activity,"3040 CLARENDALE DR NW, ATLANTA GA 30327",33.8380775,-84.4323438,Illegal Activity,Fine,"34"" Pine, 36"" Pine and 43"" Oak all removed without a permit."
7/29/2025,BA-202503640,Arborist Illegal Activity,"1020 FOXCROFT RD NW, ATLANTA GA 30327",33.8552466,-84.4170092,Unpermitted Destruction,Fine,"Unpermitted destruction of multiple trees on siteT11 12"" hickory off siteT33 19"" oakT35 19"" oak destroyed by fence posts within SRP T76 13"" mapleT75 10"" tulip-poplarT73 27"" tulip-poplar6 trees @ 100"" destroyed"
7/25/2025,BA-202503588,Arborist Illegal Activity,"2446 OMAHA RD SW, ATLANTA GA 30331",33.6910292,-84.5414075,Illegal Removal,Fine,Removal of two pine trees of unknown diameter without permit.
7/24/2025,BA-202503583,Arborist Illegal Activity,"2535 HOSEA L WILLIAMS DR SE, ATLANTA GA 30317",33.7509389,-84.3041058,Illegal Activity,Fine,"Trenching outside of the approved LOD and in the SRP of tree #1 (24"" Oak) and tree #2 (10"" Oak)"
7/24/2025,BA-202503576,Arborist Illegal Activity,"4336 CASCADE RD SW, ATLANTA GA 30331",33.73315011,-84.53079508,Illegal Destruction,Fine,"The following five trees were destroyed without permit totaling 83""17"" Pine11"" Water Oak 12"" Sweetgum19"" Poplar24"" Red Oak"
7/24/2025,BA-202503572,Arborist Illegal Activity,"826 BLOSSOM ST SW, ATLANTA GA 30310",33.7113884,-84.4157182,Illegal Removal,Fine,"Removal of one 12"" black cherry tree without permit."
7/22/2025,BA-202503515,Arborist Illegal Activity,"1279 NORTH MORNINGSIDE DR NE, ATLANTA GA 30306",33.790233,-84.3528531,Illegal Activity,Fine,"Removal of 20"" Pecan tree in rear left without permit application, or issuance."
7/22/2025,BA-202503496,Arborist Illegal Activity,"2350 MT PARAN RD NW, ATLANTA GA 30327",33.854557,-84.4373111,Unpermitted Destruction,Fine,"Unpermitted destruction of Japanese maple to be posted for as destroyed by new pool. 14"" japanese maple"
7/21/2025,BA-202503471,Arborist Illegal Activity,"1163 ROSEDALE DR NE, ATLANTA GA 30306",33.7795469,-84.3493274,Illegal Activity,Fine,"Removal of 5 trees along the left property line in the rear yard without permit application, or issuance."
7/21/2025,BA-202503469,Arborist Illegal Activity,"450 COLLIER RIDGE DR NW, ATLANTA GA 30318",33.7674142,-84.4768821,Investigation,Assigned,
7/18/2025,BA-202503453,Arborist Illegal Activity,"2535 HOSEA L WILLIAMS DR SE, ATLANTA GA 30317",33.7509389,-84.3041058,Illegal Activity,Fine,"Trees #5, & 6 (11' & 28"" Oaks) removed without permit issuance. Tree #3 (14"" Magnolia) has nearly 100% CRZ impact with grading outside the LOD."
7/17/2025,BA-202503407,Arborist Illegal Activity,"971 FLEETWOOD CIR SW, ATLANTA GA 30311",33.7378722,-84.4606259,Illegal Removal & Illegal Destruction,Fine,"Removal of the following tree without permit: 12"" pine (T#28).Destruction of the following four trees without permit: one 8"" red oak, one 8"" sourwood (T#14), one 10"" hickory (T#25), and one 30"" red oak (T#6)."
7/15/2025,BA-202503365,Arborist Illegal Activity,"194 ROCKY FORD RD NE, ATLANTA GA 30317",33.7579332,-84.3187656,Illegal Activity,Fine,"10"" Oak destroyed in the front left. Storm water pipe installed in the SRP. 11"" Oak destroyed along the front left property line. Heavy equipment bashed into the mainstem leaving a large mechanical injury."
7/15/2025,BA-202503363,Arborist Illegal Activity,"3209 WEST SHADOWLAWN AVE NE, ATLANTA GA 30305",33.8433378,-84.3746713,Illegal Tree Destruction,Fine,"Illegal tree destruction of (13) trees totaling 221"" inches."
7/15/2025,BA-202503361,Arborist Illegal Activity,"18 BLACKLAND RD NW, ATLANTA GA 30342",33.8546751,-84.3845009,Illegal Tree Removal,Fine,"Illegal tree removal of (2) hardwoods at 9"" & 17""."
7/15/2025,BA-202503350,Arborist Illegal Activity,"1597 ALDER CT SE, ATLANTA GA 30317",33.7493403,-84.3352372,Illegal Activity,Fine,"Heavy equipment operations outside of the approved limits of disturbance on a house demo. Structural root plate damage on a 21"" Hardwood tree. The tree is destroyed."
7/14/2025,BA-202503339,Arborist Illegal Activity,"1037 METROPOLITAN PKWY SW, ATLANTA GA 30310",33.7265945,-84.4082544,Illegal Removal,Fine,"Removal of the following two trees without permit: one 30"" post oak and one 30"" southern red oak."
7/14/2025,BA-202503322,Arborist Illegal Activity,"4250 CARMAIN DR NE, ATLANTA GA 30342",33.8707917,-84.3608302,Unpermitted Destruction,Fine,"Unpermitted destruction of 8 trees at rear and front of lot due to work well outside of the established limits of disturbance.  Soil removal for new wall compacted throughout CRZ and damage to multiple tree trunks.T7, T9, T10, T11, T12, T13, T19, T23 destroyed as per report from private arborist"
7/11/2025,BA-202503301,Arborist Illegal Activity,"255 CONNECTICUT AVE NE, ATLANTA GA 30307",33.7614801,-84.3289743,Illegal Activity,Fine,"Grading activities in front and rear yard without permit application, or issuance. Visible SRP damage on 23"" Pecan in the front, and 19"" Pecan in the rear."
7/9/2025,BA-202503237,Arborist Illegal Activity,"597 HOPE ST SW, ATLANTA GA 30310",33.7307469,-84.4071693,Illegal Removal,Fine,Removal of one large pine tree without permit.This invoice's balance has been adjusted to reflect the COA TCC's decision.
7/8/2025,BA-202503204,Arborist Illegal Activity,"787 BONAVENTURE AVE NE, ATLANTA GA 30306",33.7761472,-84.3607594,Illegal Activity,Fine,"Driveway installed differently than shown on the approved plan and in the structural root plate of 36"" and 21"" trees on the left side of the new house (Trees #5,and #6). These trees are destroyed and the canopies are in visible decline."
7/8/2025,BA-202503203,Arborist Illegal Activity,"235 WYNNWOOD DR SW, ATLANTA GA 30310",33.749378,-84.4586455,Illegal Removal,Fine,"Removal of one 30"" oak tree without permit."
7/8/2025,BA-202503194,Arborist Illegal Activity,"217 WYNNWOOD DR SW, ATLANTA GA 30310",33.7497316,-84.4586386,Illegal Destruction,Fine,"Destruction of the following two trees without permit: one 27"" oak and one 30"" oak."
7/3/2025,BA-202503152,Arborist Illegal Activity,"174 PEACHTREE ST SW, ATLANTA GA 30303",33.7495306,-84.3938735,Illegal Removal,Fine,"Removal of the following two trees without permit: one 22"" Chinese Holly and one 23"" Chinese Holly."
7/2/2025,BA-202503126,Arborist Illegal Activity,"1629 WOODBINE AVE NE, ATLANTA GA 30317",33.7538848,-84.3343774,Illegal Activity,Fine,"Two trees destroyed by digging outside of the approved LOD and in the structural root plates. These include 42"" Sweetgum and 36"" Oak."
7/2/2025,BA-202503122,Arborist Illegal Activity,"2546 HOSEA L WILLIAMS DR NE, ATLANTA GA 30317",33.75130871,-84.3037134,Illegal Activity,Fine,"Trenching outside of the limits of disturbance and in the structural root plate of a 25"" Pine on the left side of the property."
7/2/2025,BA-202503113,Arborist Illegal Activity,"3985 CLUB DR NE, ATLANTA GA 30319",33.8649266,-84.3535737,Unpermitted Removal,Fine,"Unpermitted removal of 4 magnolia at drive.  Trees were removed after denial of setback trees, stump measure used for DBH as required by ordinance"
7/1/2025,BA-202503102,Arborist Illegal Activity,"1905 FORT VALLEY DR SW, ATLANTA GA 30311",33.7029197,-84.4505918,Illegal Removal,Fine,Removal of five pine trees of unknown diameter without permit.
7/1/2025,BA-202503095,Arborist Illegal Activity,"1275 EAST ROCK SPRINGS RD NE, ATLANTA GA 30306",33.7950288,-84.3451014,Illegal Activity,Fine,"Removal of (2) 25"" healthy Cryptomeria trees from front yard after DDH permit denial."
7/1/2025,BA-202503080,Arborist Illegal Activity,"2760 CHERRY LAUREL LN SW, ATLANTA GA 30311",33.6957517,-84.480462,Illegal Removal,Fine,"Removal of the following four trees without permit: one sweetgum, two pines, and one white oak."
6/27/2025,BA-202503011,Arborist Illegal Activity,"773 CHANNING DR NW, ATLANTA GA 30318",33.8082013,-84.4114599,Investigation,Assigned,
6/27/2025,BA-202503010,Arborist Illegal Activity,"773 CHANNING DR NW, ATLANTA GA 30318",33.8082013,-84.4114599,Illegal Removal,Assigned,"Illegal removal of 1 - 39"" Magnolia Front Right"
6/25/2025,BA-202502956,Arborist Illegal Activity,"1161 INDALE PL SW, ATLANTA GA 30310",33.7232797,-84.4288369,Illegal Removal,Assigned,Two trees removed without permit.
6/24/2025,BA-202502935,Arborist Illegal Activity,"205 ROCKY FORD RD NE, ATLANTA GA 30317",33.7582999,-84.3186192,Illegal Activity,Fine,"Illegal removal of 16"" Pecan at the rear left."
6/19/2025,BA-202502867,Arborist Illegal Activity,"6 ARC WAY NE, ATLANTA GA 30305",33.8434298,-84.3668303,Illegal Tree Removal,Fine,Illegal tree removal of (1)Hardwood of unknown diameter.
6/19/2025,BA-202502866,Arborist Illegal Activity,"6 ARC WAY NE, ATLANTA GA 30305",33.8434298,-84.3668303,Investigation,Pending - Illegal Activity,
6/17/2025,BA-202502817,Arborist Illegal Activity,"149 RACINE ST SW, ATLANTA GA 30314",33.7511261,-84.4415298,Illegal Removal,Fine,"Removal of the following two trees without permit: one 6"" hardwood and one 12"" hardwood."
6/16/2025,BA-202502798,Arborist Illegal Activity,"111 DAHLGREN ST SE, ATLANTA GA 30317",33.7504831,-84.3456519,Illegal Activity,Fine,"49"" native Cherry removed from the front yard without permit application, or issuance."
6/16/2025,BA-202502792,Arborist Illegal Activity,"528 PIERCE AVE NW, ATLANTA GA 30318",33.7698817,-84.4312633,Illegal Removal,Fine,"Removal of one 6"" boxelder maple without permit."
6/13/2025,BA-202502778,Arborist Illegal Activity,"2461 FERNLEAF CT NW, ATLANTA GA 30318",33.8213647,-84.4394681,Illegal Destruction,Fine,"Destruction of the following two trees without permit: one 17"" crepe myrtle and one 48"" magnolia."
6/11/2025,BA-202502706,Arborist Illegal Activity,"170 OLD IVY RD NE, ATLANTA GA 30342",33.8552271,-84.3783299,Unpermitted Removal,Fine,"Multiple trees removed prior to yellow posting16"" river birch not shown on plans, shown on demoT50 22"" river birchT40 21"" crape myrtleT43 8"" crape myrtleT52 19"" pecanT58 16"" hardwood, shown at 8"" on plan field measured largerT59 13"" hardwood, shown at 8"" on plan field measured largerT53 13"" ash, large leader removed12"" crape myrtle not shown on at plans at T5711"" hardwood at left property line not shown on plans11"" hardwood at left property line not shown on plansT68 21"" crape myrtle, larger leader cut and other leads damagedT70 19"" crape myrtle, larger leader cut and other leads damaged13 trees at 202"" removed or destroyed without permit, credit given for original 6 trees at 3"" each as shown on planPosting will still have to be done for T60"
6/10/2025,BA-202502696,Arborist Illegal Activity,"24 BLACKLAND RD NW, ATLANTA GA 30342",33.8544258,-84.3849815,Illegal Tree Removal,Fine,"Illegal tree removal & destruction of (12) trees totaling 260"" inches."
6/5/2025,BA-202502606,Arborist Illegal Activity,"764 ROCHELLE DR SW, ATLANTA GA 30310",33.7343799,-84.4333697,Illegal Destruction,Fine,"Deck footer installed 1-2' from the base of a 12"" white oak."
6/5/2025,BA-202502605,Arborist Illegal Activity,"1945 WEST PACES FERRY RD NW, 2, ATLANTA GA 30327",33.84890865,-84.44994135,Unpermitted Removal,Fine,"Unpermitted removal of T267"" hardwood"
6/4/2025,BA-202502571,Arborist Illegal Activity,"1020 FOXCROFT RD NW, ATLANTA GA 30327",33.8552466,-84.4170092,Unpermitted Destruction,Fine,"Unpermitted destruction of 25"" hardwood at left of lot due to wall construction and excavation within SRP"
6/2/2025,BA-202502526,Arborist Illegal Activity,"975 LINAM AVE SE, ATLANTA GA 30315",33.72789201,-84.38629393,Illegal Activity,Fine,"Two hardwoods removed without a permit. 24"" Hardwood49"" Hardwood"
5/29/2025,BA-202502495,Arborist Illegal Activity,"447 HOOPER ST SE, ATLANTA GA 30317",33.740797,-84.2916758,Illegal Activity,Fine,"Two Pine trees of unknown diameter were removed without permit application, or issuance."
5/29/2025,BA-202502492,Arborist Illegal Activity,"1784 WILLIS MILL RD SW, ATLANTA GA 30311",33.7072515,-84.4692527,Illegal Removal,Fine,"Removal of one 15"" hardwood without permit."
5/29/2025,BA-202502489,Arborist Illegal Activity,"1040 CANTER RD NE, ATLANTA GA 30324",33.8423952,-84.3534855,Illegal Tree Destruction,Fine,"Illegal destruction of (10)HWs & Pines totaling 161""in."
5/29/2025,BA-202502484,Arborist Illegal Activity,"187 CLAY ST SE, ATLANTA GA 30317",33.748613,-84.3305318,Illegal Activity,Fine,"Removal of tree #6 (8"" HW) and tree #2 (18"" HW). There was no permit application, or issuance for the removals."
5/28/2025,BA-202502475,Arborist Illegal Activity,"943 HALL ST SW, ATLANTA GA 30310",33.7293453,-84.4258926,Illegal Removal,Assigned,Two pine trees of unknown diameter were removed from the backyard's center without permit.
5/28/2025,BA-202502474,Arborist Illegal Activity,"1529 MONTREAT PL SW, ATLANTA GA 30311",33.7304883,-84.4378033,Illegal Removal,Fine,"Removal of the following two trees without permit: one 25"" oak and one 60"" oak."
5/28/2025,BA-202502472,Arborist Illegal Activity,"2553 DELLWOOD DR NW, ATLANTA GA 30305",33.824924,-84.3978585,Illegal Tree Destruction,Fine,"Illegal tree destruction of (1)16"" Japanese Maple due to CRZ impact."
5/28/2025,BA-202502464,Arborist Illegal Activity,"178 WESLEY AVE NE, ATLANTA GA 30307",33.7588331,-84.3375179,Illegal Activity,Fine,"Illegal tree destruction of 38"" Oak in front right. Land disturbance occurred outside of the approved limit of disturbance and compromised over 33% of the root zone. In addition, multiple mechanical injuries are on the structural root plate and mainstem."
5/27/2025,BA-202502445,Arborist Illegal Activity,"229 WYNNWOOD DR SW, ATLANTA GA 30310",33.7495083,-84.4586329,Illegal Removal,Fine,"Removal of the following two trees without permit: one 16"" hardwood (T#4) and one 30"" hardwood (T#5)."
5/27/2025,BA-202502432,Arborist Illegal Activity,"1236 LUCILE AVE SW, ATLANTA GA 30310",33.742065,-84.4281756,Illegal Removal,Fine,Removal of one large hardwood tree of unknown diameter without permit.
5/27/2025,BA-202502424,Arborist Illegal Activity,"1254 STATE ST NW, ATLANTA GA 30318",33.7890218,-84.3990172,Illegal Destruction,Fine,"Destruction of one 24"" elm tree without permit."
5/23/2025,BA-202502390,Arborist Illegal Activity,"1550 LANGSTON AVE SW, ATLANTA GA 30310",33.712615,-84.4233787,Illegal Removal,Fine,Removal of one large oak tree of unknown diameter without permit.
5/22/2025,BA-202502382,Arborist Illegal Activity,"521 WESTOVER DR NW, ATLANTA GA 30305",33.8272194,-84.4051374,Illegal Tree Removal,Fine,"Illegal tree removal of (1)26"" Oak, (1)11"" Hackberry, and (1)17"" Oak."
5/22/2025,BA-202502376,Arborist Illegal Activity,"1585 SOUTH PONCE DE LEON AVE NE, ATLANTA GA 30307",33.7736109,-84.337655,Illegal Activity,Fine,"15"" Hickory near front left property line destroyed by SRP damage. This tree is not depicted on the site plan. Tree #5 has over 50% canopy death from grading activities outside of the approved LOD compromising over 33% of the net root zone."
5/22/2025,BA-202502370,Arborist Illegal Activity,"942 PEACHTREE BATTLE CIR NW, ATLANTA GA 30327",33.822098,-84.4182374,Unpermitted Destruction,Fine,"Unpermitted destruction of multiple trees on site by work beyond LOD on plans30"" oak at rear center18"" hardwood at right of drive10"", 12"" and 26"": hardwoods at left of property5 trees at 96"" destroyedBe advised others trees at left property line may be destroyed pending as built survey showing work down and impact percentages."
5/20/2025,BA-202502335,Arborist Illegal Activity,"1258 REEDER CIR NE, ATLANTA GA 30306",33.7936967,-84.3459546,Illegal Activity,Fine,"Disturbance outside of the approved limits of disturbance. 17"" Pine, 22"" Pine, 25"" Pine, 20"" Pine, and 12"" Oak all have SRP impact and net root zone impact over 33%. These are destroyed trees."
5/20/2025,BA-202502316,Arborist Illegal Activity,"1512 MIMS ST SW, ATLANTA GA 30314",33.7495764,-84.4371148,Investigation,Assigned,
5/16/2025,BA-202502276,Arborist Illegal Activity,"445 WESTMEATH DR SW, ATLANTA GA 30310",33.7431249,-84.4462465,Illegal Destruction,Fine,"Destruction of one 12"" sweetgum tree without permit."
5/16/2025,BA-202502274,Arborist Illegal Activity,"489 DANUBE RD NE, ATLANTA GA 30342",33.8672932,-84.3714209,Unpermitted Removal,Fine,"Unpermitted removal of T2 on site.  Multiple violations of tree protection on site, no resolution to final SWO for soil storage at front and front right"
5/15/2025,BA-202502265,Arborist Illegal Activity,"304 LELAND TER NE, ATLANTA GA 30317",33.7626294,-84.3136135,Illegal Activity,Fine,"30"" Pecan removed from rear yard without permit application, or issuance."
5/15/2025,BA-202502252,Arborist Illegal Activity,"3009 ROCKINGHAM DR NW, ATLANTA GA 30327",33.83721,-84.4129298,Unpermitted Destruction,Fine,"Unpermitted destruction of multiple trees on site7"", 8"" and 11/8"" black cherry spiked and topped at left of drive, trees were not shown on plans"
5/13/2025,BA-202502197,Arborist Illegal Activity,"983 STOVALL BLVD NE, ATLANTA GA 30319",33.8609076,-84.3554609,Unpermitted Destruction,Assigned,"Unpermitted destruction of 3 flowering cherries at front by work outside of limits of disturbance26"", 19"". 23"" cherries3 trees at 71"""
5/12/2025,BA-202502180,Arborist Illegal Activity,"1400 WESSYNGTON RD NE, ATLANTA GA 30306",33.7929195,-84.355722,Illegal Activity,Fine,"Destroyed trees: #1 (19"" Holly) front right, topped#2 (13"" Elm) Rear right, topped"
5/12/2025,BA-202502157,Arborist Illegal Activity,"1080 WESTMONT RD SW, ATLANTA GA 30311",33.7257182,-84.437283,Illegal Removal,Fine,"Removal of one 12"" magnolia tree without permit."
5/12/2025,BA-202502156,Arborist Illegal Activity,"205 BLACKLAND RD NW, ATLANTA GA 30342",33.8596558,-84.3942087,Unpermitted Destruction,Fine,"Unpermitted destruction of multiple trees by work on site29"" oak left of house20"" hickory, 20"" hickory and 23"" oak left rear of house"
5/9/2025,BA-202502120,Arborist Illegal Activity,"1068 MOORES MILL RD NW, ATLANTA GA 30327",33.83680333,-84.42087112,Site Investigation,Fine,"25"" pine at rear left removed, no permit found28"" oak, 12"" hackberry and 10"" hickory have grading and soil within SRP and associated decline in canopy, rain garden relocated to within CRZ of all 34 trees at 75"" destroyed or removed without permit"
5/8/2025,BA-202502112,Arborist Illegal Activity,"2337 1ST AVE NE, ATLANTA GA 30317",33.7540346,-84.3113195,Illegal Activity,Fine,"Working without a permit and caused SRP impact to tree #1(28"" Water Oak), and tree #2 (21"" Red Oak)."
